invoice_id,subscription_id,invoice_date,amount,payment_status,payment_method,retry_count
103,8,2025-09-01,192.82,paid,bank_transfer,0
104,8,2025-10-01,192.82,failed,card,0
105,8,2025-11-01,192.82,paid,card,0
106,8,2025-12-01,192.82,failed,card,1
107,8,2026-01-01,192.82,paid,card,0
108,8,2026-02-01,192.82,paid,card,0
109,8,2026-03-01,192.82,paid,card,0
110,8,2026-04-01,192.82,paid,card,0
111,8,2026-05-01,192.82,paid,bank_transfer,0
112,8,2026-06-01,192.82,paid,upi,0
113,8,2026-07-01,192.82,paid,bank_transfer,0
114,10,2025-12-01,56.56,paid,card,0
115,10,2026-01-01,56.56,paid,upi,0
116,10,2026-02-01,56.56,paid,card,0
117,10,2026-03-01,56.56,paid,card,0
118,10,2026-04-01,56.56,failed,card,2
119,10,2026-05-01,56.56,paid,card,0
120,10,2026-06-01,56.56,paid,card,0
121,11,2025-06-01,53.39,paid,upi,0
122,11,2025-07-01,53.39,paid,card,0
123,11,2025-08-01,53.39,paid,card,0
124,11,2025-09-01,53.39,paid,card,0
125,11,2025-10-01,53.39,paid,card,0
126,11,2025-11-01,53.39,paid,bank_transfer,0
127,11,2025-12-01,53.39,paid,card,0
128,11,2026-01-01,53.39,paid,card,0
129,11,2026-02-01,53.39,paid,card,0
130,11,2026-03-01,53.39,paid,bank_transfer,0
131,11,2026-04-01,53.39,paid,card,0
132,11,2026-05-01,53.39,paid,bank_transfer,0
133,11,2026-06-01,53.39,paid,card,0
134,11,2026-07-01,53.39,paid,card,0
135,12,2026-02-01,47.86,paid,card,0
136,12,2026-03-01,47.86,paid,card,0
137,12,2026-04-01,47.86,paid,card,0
138,12,2026-05-01,47.86,paid,card,0
139,12,2026-06-01,47.86,paid,card,0
140,12,2026-07-01,47.86,paid,card,0
141,13,2025-11-01,1023.57,paid,card,0
142,13,2025-12-01,1023.57,paid,upi,0
143,13,2026-01-01,1023.57,paid,upi,0
144,13,2026-02-01,1023.57,paid,bank_transfer,0
145,13,2026-03-01,1023.57,paid,card,0
146,13,2026-04-01,1023.57,paid,card,0
147,13,2026-05-01,1023.57,paid,upi,0
148,13,2026-06-01,1023.57,paid,bank_transfer,0
149,13,2026-07-01,1023.57,paid,card,0
150,15,2026-08-01,172.62,paid,card,0
151,15,2026-09-01,172.62,paid,bank_transfer,0
152,15,2026-10-01,172.62,paid,bank_transfer,0
153,15,2026-11-01,172.62,paid,card,0
154,15,2026-12-01,172.62,paid,card,0
155,15,2027-01-01,172.62,paid,card,0
156,15,2027-02-01,172.62,paid,card,0
157,15,2027-03-01,172.62,paid,card,0
158,15,2027-04-01,172.62,paid,card,0
159,15,2027-05-01,172.62,paid,card,0
160,15,2027-06-01,172.62,failed,card,2
161,15,2027-07-01,172.62,paid,bank_transfer,0
162,16,2025-10-01,56.83,paid,bank_transfer,0
163,16,2025-11-01,56.83,paid,card,0
164,16,2025-12-01,56.83,paid,card,0
165,16,2026-01-01,56.83,paid,card,0
166,16,2026-02-01,56.83,paid,card,0
167,16,2026-03-01,56.83,paid,bank_transfer,0
168,16,2026-04-01,56.83,paid,card,0
169,16,2026-05-01,56.83,paid,card,0
170,16,2026-06-01,56.83,paid,card,0
171,16,2026-07-01,56.83,paid,card,0
172,17,2025-12-01,170.79,paid,card,0
173,17,2026-01-01,170.79,paid,upi,0
174,17,2026-02-01,170.79,paid,card,0
175,17,2026-03-01,170.79,paid,card,0
176,17,2026-04-01,170.79,paid,card,0
177,17,2026-05-01,170.79,paid,card,0
178,17,2026-06-01,170.79,paid,bank_transfer,0
179,17,2026-07-01,170.79,paid,card,0
180,18,2025-09-01,813.7,paid,card,0
181,18,2025-10-01,813.7,paid,card,0
182,18,2025-11-01,813.7,paid,card,0
183,18,2025-12-01,813.7,paid,upi,0
184,18,2026-01-01,813.7,paid,card,0
185,18,2026-02-01,813.7,paid,card,0
186,18,2026-03-01,813.7,paid,card,0
187,18,2026-04-01,813.7,failed,card,0
188,18,2026-05-01,813.7,paid,bank_transfer,0
189,18,2026-06-01,813.7,paid,bank_transfer,0
190,18,2026-07-01,813.7,paid,card,0
191,19,2025-01-01,949.54,paid,card,0
192,19,2025-02-01,949.54,failed,card,1
193,19,2025-03-01,949.54,paid,upi,0
194,19,2025-04-01,949.54,paid,bank_transfer,0
195,19,2025-05-01,949.54,paid,card,0
196,19,2025-06-01,949.54,paid,card,0
197,19,2025-07-01,949.54,paid,card,0
198,19,2025-08-01,949.54,paid,card,0
199,19,2025-09-01,949.54,paid,bank_transfer,0
200,19,2025-10-01,949.54,paid,bank_transfer,0
201,19,2025-11-01,949.54,paid,card,0
202,19,2025-12-01,949.54,paid,upi,0
203,19,2026-01-01,949.54,paid,card,0
204,19,2026-02-01,949.54,paid,card,0
205,19,2026-03-01,949.54,paid,card,0
206,19,2026-04-01,949.54,paid,card,0
207,19,2026-05-01,949.54,paid,card,0
208,19,2026-06-01,949.54,paid,card,0
209,20,2025-06-01,58.27,paid,card,0
210,20,2025-07-01,58.27,paid,card,0
211,20,2025-08-01,58.27,paid,card,0
212,20,2025-09-01,58.27,paid,card,0
213,20,2025-10-01,58.27,paid,card,0
214,20,2025-11-01,58.27,paid,card,0
215,20,2025-12-01,58.27,paid,bank_transfer,0
216,20,2026-01-01,58.27,paid,upi,0
217,20,2026-02-01,58.27,paid,card,0
218,20,2026-03-01,58.27,paid,card,0
219,20,2026-04-01,58.27,paid,card,0
220,20,2026-05-01,58.27,paid,upi,0
221,20,2026-06-01,58.27,paid,upi,0
222,20,2026-07-01,58.27,paid,upi,0
223,21,2024-11-01,180.71,paid,upi,0
224,21,2024-12-01,180.71,paid,bank_transfer,0
225,22,2025-05-01,63.47,paid,card,0
226,22,2025-06-01,63.47,paid,card,0
227,22,2025-07-01,63.47,paid,bank_transfer,0
228,22,2025-08-01,63.47,paid,card,0
229,22,2025-09-01,63.47,paid,card,0
230,22,2025-10-01,63.47,paid,card,0
231,22,2025-11-01,63.47,paid,bank_transfer,0
232,22,2025-12-01,63.47,paid,card,0
233,22,2026-01-01,63.47,paid,card,0
234,22,2026-02-01,63.47,paid,card,0
235,22,2026-03-01,63.47,paid,bank_transfer,0
236,22,2026-04-01,63.47,paid,upi,0
237,22,2026-05-01,63.47,paid,card,0
238,22,2026-06-01,63.47,paid,card,0
239,22,2026-07-01,63.47,paid,card,0
240,23,2025-03-01,49.65,paid,bank_transfer,0
241,23,2025-04-01,49.65,paid,bank_transfer,0
242,23,2025-05-01,49.65,paid,card,0
243,23,2025-06-01,49.65,paid,card,0
244,23,2025-07-01,49.65,paid,card,0
245,23,2025-08-01,49.65,paid,bank_transfer,0
246,23,2025-09-01,49.65,paid,card,0
247,23,2025-10-01,49.65,paid,card,0
248,23,2025-11-01,49.65,paid,bank_transfer,0
249,23,2025-12-01,49.65,paid,card,0
250,23,2026-01-01,49.65,paid,card,0
251,23,2026-02-01,49.65,paid,card,0
252,23,2026-03-01,49.65,paid,card,0
253,23,2026-04-01,49.65,paid,bank_transfer,0
254,23,2026-05-01,49.65,paid,bank_transfer,0
255,23,2026-06-01,49.65,paid,card,0
256,23,2026-07-01,49.65,paid,card,0
257,24,2025-10-01,1077.81,paid,bank_transfer,0
258,24,2025-11-01,1077.81,paid,bank_transfer,0
259,24,2025-12-01,1077.81,paid,card,0
260,24,2026-01-01,1077.81,paid,bank_transfer,0
261,24,2026-02-01,1077.81,paid,card,0
262,24,2026-03-01,1077.81,paid,bank_transfer,0
263,25,2025-11-01,59.68,paid,card,0
264,25,2025-12-01,59.68,paid,bank_transfer,0
265,25,2026-01-01,59.68,paid,card,0
266,25,2026-02-01,59.68,paid,card,0
267,25,2026-03-01,59.68,paid,card,0
268,26,2025-11-01,246.26,paid,bank_transfer,0
269,26,2025-12-01,246.26,paid,card,0
270,26,2026-01-01,246.26,paid,card,0
271,26,2026-02-01,246.26,paid,card,0
272,26,2026-03-01,246.26,paid,upi,0
273,26,2026-04-01,246.26,paid,card,0
274,26,2026-05-01,246.26,paid,card,0
275,26,2026-06-01,246.26,paid,card,0
276,26,2026-07-01,246.26,paid,upi,0
277,27,2025-05-01,244.41,paid,card,0
278,27,2025-06-01,244.41,paid,card,0
279,28,2025-06-01,62.42,paid,bank_transfer,0
280,28,2025-07-01,62.42,paid,card,0
281,28,2025-08-01,62.42,paid,card,0
282,28,2025-09-01,62.42,paid,card,0
283,29,2026-03-01,49.19,paid,upi,0
284,29,2026-04-01,49.19,paid,card,0
285,29,2026-05-01,49.19,failed,card,1
286,29,2026-06-01,49.19,failed,card,1
287,30,2025-07-01,59.83,paid,bank_transfer,0
288,30,2025-08-01,59.83,paid,upi,0
289,30,2025-09-01,59.83,paid,bank_transfer,0
290,31,2026-01-01,238.24,paid,bank_transfer,0
291,31,2026-02-01,238.24,paid,bank_transfer,0
292,31,2026-03-01,238.24,paid,card,0
293,31,2026-04-01,238.24,paid,card,0
294,31,2026-05-01,238.24,failed,upi,1
295,31,2026-06-01,238.24,paid,upi,0
296,31,2026-07-01,238.24,paid,card,0
297,32,2025-08-01,1137.16,paid,card,0
298,32,2025-09-01,1137.16,paid,card,0
299,32,2025-10-01,1137.16,failed,card,2
300,32,2025-11-01,1137.16,paid,card,0
301,32,2025-12-01,1137.16,paid,bank_transfer,0
302,32,2026-01-01,1137.16,paid,card,0
303,32,2026-02-01,1137.16,paid,bank_transfer,0
304,32,2026-03-01,1137.16,paid,card,0
305,32,2026-04-01,1137.16,paid,bank_transfer,0
306,32,2026-05-01,1137.16,paid,bank_transfer,0
307,32,2026-06-01,1137.16,paid,card,0
308,32,2026-07-01,1137.16,paid,card,0
309,33,2025-04-01,48.4,paid,card,0
310,34,2025-03-01,42.39,paid,card,0
311,34,2025-04-01,42.39,paid,card,0
312,34,2025-05-01,42.39,failed,card,0
313,34,2025-06-01,42.39,paid,card,0
314,34,2025-07-01,42.39,paid,card,0
315,34,2025-08-01,42.39,paid,card,0
316,34,2025-09-01,42.39,paid,card,0
317,34,2025-10-01,42.39,paid,card,0
318,34,2025-11-01,42.39,paid,card,0
319,34,2025-12-01,42.39,paid,card,0
320,34,2026-01-01,42.39,paid,card,0
321,34,2026-02-01,42.39,paid,card,0
322,34,2026-03-01,42.39,paid,card,0
323,34,2026-04-01,42.39,paid,card,0
324,34,2026-05-01,42.39,paid,card,0
325,34,2026-06-01,42.39,paid,card,0
326,34,2026-07-01,42.39,paid,card,0
327,35,2025-08-01,225.09,paid,card,0
328,35,2025-09-01,225.09,paid,bank_transfer,0
329,35,2025-10-01,225.09,paid,card,0
330,35,2025-11-01,225.09,paid,card,0
331,35,2025-12-01,225.09,paid,card,0
332,35,2026-01-01,225.09,paid,card,0
333,35,2026-02-01,225.09,paid,card,0
334,35,2026-03-01,225.09,paid,bank_transfer,0
335,35,2026-04-01,225.09,paid,bank_transfer,0
336,35,2026-05-01,225.09,paid,card,0
337,35,2026-06-01,225.09,paid,card,0
338,35,2026-07-01,225.09,paid,card,0
339,36,2025-08-01,50.73,paid,card,0
340,37,2025-04-01,53.3,paid,card,0
341,37,2025-05-01,53.3,paid,bank_transfer,0
342,37,2025-06-01,53.3,paid,card,0
343,37,2025-07-01,53.3,paid,card,0
344,37,2025-08-01,53.3,paid,bank_transfer,0
345,37,2025-09-01,53.3,paid,card,0
346,37,2025-10-01,53.3,paid,bank_transfer,0
347,37,2025-11-01,53.3,paid,card,0
348,37,2025-12-01,53.3,paid,upi,0
349,37,2026-01-01,53.3,paid,card,0
350,37,2026-02-01,53.3,paid,card,0
351,37,2026-03-01,53.3,paid,card,0
352,37,2026-04-01,53.3,paid,bank_transfer,0
353,38,2025-11-01,203.52,paid,card,0
354,38,2025-12-01,203.52,paid,card,0
355,38,2026-01-01,203.52,paid,bank_transfer,0
356,38,2026-02-01,203.52,paid,card,0
357,38,2026-03-01,203.52,paid,bank_transfer,0
358,38,2026-04-01,203.52,paid,upi,0
359,38,2026-05-01,203.52,paid,card,0
360,38,2026-06-01,203.52,paid,card,0
361,38,2026-07-01,203.52,paid,card,0
362,39,2024-12-01,869.6,paid,bank_transfer,0
363,39,2025-01-01,869.6,paid,bank_transfer,0
364,39,2025-02-01,869.6,paid,card,0
365,39,2025-03-01,869.6,paid,card,0
366,39,2025-04-01,869.6,paid,card,0
367,39,2025-05-01,869.6,paid,card,0
368,39,2025-06-01,869.6,failed,card,2
369,40,2025-09-01,229.09,paid,card,0
370,40,2025-10-01,229.09,paid,card,0
371,40,2025-11-01,229.09,paid,card,0
372,40,2025-12-01,229.09,paid,card,0
373,40,2026-01-01,229.09,paid,card,0
374,40,2026-02-01,229.09,paid,card,0
375,40,2026-03-01,229.09,paid,card,0
376,40,2026-04-01,229.09,failed,upi,4
377,40,2026-05-01,229.09,paid,card,0
378,40,2026-06-01,229.09,failed,upi,0
379,40,2026-07-01,229.09,failed,card,3
380,41,2025-08-01,56.94,paid,card,0
381,41,2025-09-01,56.94,paid,card,0
382,41,2025-10-01,56.94,paid,bank_transfer,0
383,41,2025-11-01,56.94,paid,card,0
384,41,2025-12-01,56.94,paid,card,0
385,41,2026-01-01,56.94,paid,card,0
386,41,2026-02-01,56.94,paid,bank_transfer,0
387,41,2026-03-01,56.94,paid,card,0
388,41,2026-04-01,56.94,paid,bank_transfer,0
389,41,2026-05-01,56.94,paid,bank_transfer,0
390,41,2026-06-01,56.94,failed,card,1
391,41,2026-07-01,56.94,paid,bank_transfer,0
392,42,2024-12-01,52.25,paid,card,0
393,42,2025-01-01,52.25,paid,upi,0
394,42,2025-02-01,52.25,paid,card,0
395,42,2025-03-01,52.25,paid,card,0
396,42,2025-04-01,52.25,paid,card,0
397,42,2025-05-01,52.25,paid,card,0
398,43,2025-06-01,206.38,paid,card,0
399,43,2025-07-01,206.38,paid,card,0
400,43,2025-08-01,206.38,paid,card,0
401,43,2025-09-01,206.38,paid,upi,0
402,43,2025-10-01,206.38,paid,card,0
403,43,2025-11-01,206.38,paid,bank_transfer,0
404,43,2025-12-01,206.38,paid,card,0
405,43,2026-01-01,206.38,paid,card,0
406,43,2026-02-01,206.38,paid,bank_transfer,0
407,43,2026-03-01,206.38,paid,bank_transfer,0
408,43,2026-04-01,206.38,paid,card,0
409,43,2026-05-01,206.38,paid,upi,0
410,43,2026-06-01,206.38,paid,upi,0
411,43,2026-07-01,206.38,paid,upi,0
412,44,2025-04-01,53.8,paid,card,0
413,44,2025-05-01,53.8,paid,card,0
414,44,2025-06-01,53.8,paid,card,0
415,44,2025-07-01,53.8,paid,card,0
416,44,2025-08-01,53.8,paid,bank_transfer,0
417,44,2025-09-01,53.8,paid,card,0
418,44,2025-10-01,53.8,paid,bank_transfer,0
419,45,2025-08-01,44.61,paid,card,0
420,45,2025-09-01,44.61,paid,card,0
421,45,2025-10-01,44.61,paid,upi,0
422,45,2025-11-01,44.61,paid,card,0
423,45,2025-12-01,44.61,failed,card,0
424,45,2026-01-01,44.61,paid,card,0
425,45,2026-02-01,44.61,failed,card,0
426,45,2026-03-01,44.61,paid,card,0
427,45,2026-04-01,44.61,paid,card,0
428,45,2026-05-01,44.61,paid,card,0
429,45,2026-06-01,44.61,paid,card,0
430,45,2026-07-01,44.61,paid,bank_transfer,0
431,46,2026-04-01,222.02,paid,card,0
432,46,2026-05-01,222.02,paid,card,0
433,46,2026-06-01,222.02,paid,bank_transfer,0
434,46,2026-07-01,222.02,paid,card,0
435,47,2025-10-01,55.38,paid,card,0
436,47,2025-11-01,55.38,paid,bank_transfer,0
437,47,2025-12-01,55.38,paid,card,0
438,47,2026-01-01,55.38,paid,card,0
439,47,2026-02-01,55.38,failed,bank_transfer,1
440,47,2026-03-01,55.38,paid,card,0
441,47,2026-04-01,55.38,paid,card,0
442,47,2026-05-01,55.38,paid,card,0
443,47,2026-06-01,55.38,paid,card,0
444,47,2026-07-01,55.38,paid,card,0
445,48,2025-03-01,59.92,paid,card,0
446,48,2025-04-01,59.92,paid,card,0
447,48,2025-05-01,59.92,paid,card,0
448,48,2025-06-01,59.92,paid,card,0
449,48,2025-07-01,59.92,paid,card,0
450,48,2025-08-01,59.92,paid,card,0
451,48,2025-09-01,59.92,paid,card,0
452,48,2025-10-01,59.92,paid,card,0
453,48,2025-11-01,59.92,paid,card,0
454,48,2025-12-01,59.92,failed,bank_transfer,2
455,48,2026-01-01,59.92,paid,bank_transfer,0
456,48,2026-02-01,59.92,paid,bank_transfer,0
457,49,2026-02-01,48.65,paid,bank_transfer,0
458,49,2026-03-01,48.65,paid,card,0
459,49,2026-04-01,48.65,paid,card,0
460,49,2026-05-01,48.65,paid,card,0
461,49,2026-06-01,48.65,paid,card,0
462,49,2026-07-01,48.65,paid,bank_transfer,0
463,50,2026-03-01,207.07,paid,card,0
464,50,2026-04-01,207.07,failed,card,2
465,50,2026-05-01,207.07,paid,card,0
466,50,2026-06-01,207.07,paid,card,0
467,50,2026-07-01,207.07,paid,card,0
468,51,2025-11-01,41.73,paid,upi,0
469,51,2025-12-01,41.73,paid,card,0
470,51,2026-01-01,41.73,paid,card,0
471,51,2026-02-01,41.73,paid,card,0
472,51,2026-03-01,41.73,paid,card,0
473,51,2026-04-01,41.73,failed,card,3
474,51,2026-05-01,41.73,paid,card,0
475,51,2026-06-01,41.73,paid,card,0
476,51,2026-07-01,41.73,paid,card,0
477,52,2025-07-01,56.97,paid,card,0
478,52,2025-08-01,56.97,paid,upi,0
479,52,2025-09-01,56.97,paid,upi,0
480,52,2025-10-01,56.97,paid,card,0
481,52,2025-11-01,56.97,paid,bank_transfer,0
482,52,2025-12-01,56.97,paid,upi,0
483,52,2026-01-01,56.97,paid,card,0
484,52,2026-02-01,56.97,paid,card,0
485,52,2026-03-01,56.97,paid,card,0
486,52,2026-04-01,56.97,paid,card,0
487,52,2026-05-01,56.97,paid,card,0
488,52,2026-06-01,56.97,paid,card,0
489,52,2026-07-01,56.97,paid,card,0
490,53,2025-01-01,57.82,paid,bank_transfer,0
491,53,2025-02-01,57.82,paid,card,0
492,53,2025-03-01,57.82,paid,card,0
493,53,2025-04-01,57.82,paid,card,0
494,54,2025-04-01,53.93,paid,bank_transfer,0
495,54,2025-05-01,53.93,paid,card,0
496,54,2025-06-01,53.93,paid,bank_transfer,0
497,54,2025-07-01,53.93,paid,card,0
498,54,2025-08-01,53.93,paid,card,0
499,54,2025-09-01,53.93,paid,bank_transfer,0
500,54,2025-10-01,53.93,paid,card,0
501,55,2025-12-01,195.37,paid,upi,0
502,55,2026-01-01,195.37,paid,card,0
503,55,2026-02-01,195.37,paid,card,0
504,55,2026-03-01,195.37,paid,card,0
505,55,2026-04-01,195.37,paid,card,0
506,55,2026-05-01,195.37,paid,upi,0
507,55,2026-06-01,195.37,paid,card,0
508,55,2026-07-01,195.37,paid,card,0
509,56,2025-09-01,41.68,paid,card,0
510,56,2025-10-01,41.68,paid,card,0
511,56,2025-11-01,41.68,paid,card,0
512,56,2025-12-01,41.68,paid,card,0
513,56,2026-01-01,41.68,paid,card,0
514,56,2026-02-01,41.68,paid,card,0
515,56,2026-03-01,41.68,paid,card,0
516,56,2026-04-01,41.68,paid,card,0
517,56,2026-05-01,41.68,paid,card,0
518,56,2026-06-01,41.68,paid,upi,0
519,56,2026-07-01,41.68,paid,card,0
520,57,2025-04-01,53.7,paid,bank_transfer,0
521,57,2025-05-01,53.7,failed,card,2
522,57,2025-06-01,53.7,paid,card,0
523,57,2025-07-01,53.7,failed,upi,3
524,57,2025-08-01,53.7,paid,card,0
525,57,2025-09-01,53.7,paid,bank_transfer,0
526,57,2025-10-01,53.7,paid,upi,0
527,57,2025-11-01,53.7,paid,upi,0
528,57,2025-12-01,53.7,paid,card,0
529,57,2026-01-01,53.7,paid,card,0
530,57,2026-02-01,53.7,paid,card,0
531,57,2026-03-01,53.7,paid,card,0
532,57,2026-04-01,53.7,paid,card,0
533,57,2026-05-01,53.7,paid,card,0
534,57,2026-06-01,53.7,failed,card,2
535,57,2026-07-01,53.7,paid,card,0
536,58,2025-03-01,234.22,paid,card,0
537,58,2025-04-01,234.22,paid,card,0
538,58,2025-05-01,234.22,paid,card,0
539,58,2025-06-01,234.22,paid,card,0
540,58,2025-07-01,234.22,paid,bank_transfer,0
541,58,2025-08-01,234.22,paid,card,0
542,58,2025-09-01,234.22,paid,upi,0
543,58,2025-10-01,234.22,paid,card,0
544,58,2025-11-01,234.22,paid,card,0
545,58,2025-12-01,234.22,paid,card,0
546,58,2026-01-01,234.22,paid,card,0
547,58,2026-02-01,234.22,paid,card,0
548,58,2026-03-01,234.22,paid,card,0
549,58,2026-04-01,234.22,paid,card,0
550,58,2026-05-01,234.22,paid,card,0
551,58,2026-06-01,234.22,paid,card,0
552,58,2026-07-01,234.22,paid,bank_transfer,0
553,59,2025-11-01,211.4,paid,bank_transfer,0
554,59,2025-12-01,211.4,paid,card,0
555,59,2026-01-01,211.4,paid,card,0
556,59,2026-02-01,211.4,paid,bank_transfer,0
557,59,2026-03-01,211.4,paid,card,0
558,59,2026-04-01,211.4,paid,card,0
559,59,2026-05-01,211.4,paid,card,0
560,59,2026-06-01,211.4,paid,card,0
561,59,2026-07-01,211.4,paid,card,0
562,60,2025-07-01,62.99,paid,card,0
563,60,2025-08-01,62.99,paid,bank_transfer,0
564,60,2025-09-01,62.99,paid,card,0
565,61,2025-06-01,53.99,paid,card,0
566,61,2025-07-01,53.99,paid,card,0
567,62,2025-10-01,178.53,paid,bank_transfer,0
568,62,2025-11-01,178.53,paid,bank_transfer,0
569,62,2025-12-01,178.53,paid,bank_transfer,0
570,62,2026-01-01,178.53,paid,card,0
571,62,2026-02-01,178.53,paid,card,0
572,62,2026-03-01,178.53,paid,card,0
573,62,2026-04-01,178.53,paid,card,0
574,62,2026-05-01,178.53,paid,bank_transfer,0
575,62,2026-06-01,178.53,paid,card,0
576,62,2026-07-01,178.53,paid,card,0
577,63,2024-10-01,1079.91,paid,card,0
578,63,2024-11-01,1079.91,paid,card,0
579,63,2024-12-01,1079.91,paid,upi,0
580,63,2025-01-01,1079.91,paid,bank_transfer,0
581,63,2025-02-01,1079.91,paid,bank_transfer,0
582,63,2025-03-01,1079.91,failed,card,1
583,63,2025-04-01,1079.91,paid,card,0
584,63,2025-05-01,1079.91,paid,card,0
585,63,2025-06-01,1079.91,paid,bank_transfer,0
586,63,2025-07-01,1079.91,paid,card,0
587,63,2025-08-01,1079.91,paid,card,0
588,63,2025-09-01,1079.91,paid,card,0
589,63,2025-10-01,1079.91,paid,card,0
590,63,2025-11-01,1079.91,paid,card,0
591,63,2025-12-01,1079.91,paid,bank_transfer,0
592,63,2026-01-01,1079.91,paid,card,0
593,63,2026-02-01,1079.91,paid,card,0
594,63,2026-03-01,1079.91,paid,card,0
595,63,2026-04-01,1079.91,paid,card,0
596,63,2026-05-01,1079.91,paid,card,0
597,63,2026-06-01,1079.91,paid,upi,0
598,63,2026-07-01,1079.91,paid,card,0
599,64,2025-01-01,238.43,paid,bank_transfer,0
600,64,2025-02-01,238.43,paid,card,0
