customer_id,industry,company_size,plan_tier,mrr_value,churned,churn_risk_score,risk_tier
720,Legal,Small,Basic,62.9,0,0.3025332276494774,Medium
1196,Hospitality,Small,Basic,46.79,0,0.30236977794388614,Medium
382,Logistics,Small,Basic,46.39,0,0.3007617087358293,Medium
437,Real Estate,Mid-Market,Basic,48.84,0,0.30054164397694066,Medium
369,Fintech,Mid-Market,Enterprise,922.49,0,0.29958142224770884,Medium
321,Fintech,Small,Basic,61.62,0,0.2989484543478518,Medium
811,Fintech,Small,Pro,181.12,0,0.2980339688471952,Medium
741,Edtech,Small,Pro,241.28,0,0.2969989561947362,Medium
271,Manufacturing,Mid-Market,Basic,44.28,0,0.2968208481771563,Medium
660,Retail,Small,Basic,59.55,0,0.29496241323613515,Medium
709,Logistics,Small,Pro,195.39,0,0.2942061565860885,Medium
526,Logistics,Enterprise,Pro,257.47,0,0.2915860336597032,Medium
111,Legal,Small,Basic,41.78,0,0.29154674671675995,Medium
130,Manufacturing,Small,Basic,45.9,0,0.2902453140373568,Medium
869,Healthcare,Small,Enterprise,949.33,0,0.2901107055558303,Medium
443,Healthcare,Mid-Market,Basic,61.06,0,0.2896377129303042,Medium
467,Media,Mid-Market,Basic,60.73,0,0.2882960644125354,Medium
527,Media,Mid-Market,Pro,185.77,0,0.28606112052823635,Medium
834,Hospitality,Small,Enterprise,1100.26,0,0.28569503330091783,Medium
723,Media,Small,Basic,50.08,0,0.28244376279378886,Medium
284,Fintech,Small,Pro,252.4,0,0.2820041102621707,Medium
348,Manufacturing,Small,Basic,42.08,0,0.2812085277988221,Medium
643,Legal,Mid-Market,Basic,48.13,0,0.2809901690224786,Medium
451,Hospitality,Mid-Market,Enterprise,1004.09,0,0.28020978959050863,Medium
377,Healthcare,Small,Pro,232.38,0,0.28012545878124806,Medium
674,Healthcare,Mid-Market,Pro,179.77,0,0.2800416582370009,Medium
1010,Media,Enterprise,Basic,54.67,0,0.27999723780205693,Medium
585,Logistics,Mid-Market,Basic,48.69,0,0.27834302553691276,Medium
1080,Hospitality,Small,Enterprise,1008.66,0,0.27816316123981966,Medium
1153,Retail,Small,Basic,54.68,0,0.2777584048044031,Medium
298,Hospitality,Small,Pro,244.62,0,0.2746402954041489,Medium
170,Real Estate,Small,Pro,228.38,0,0.2741130833274813,Medium
205,Media,Small,Basic,58.21,0,0.27335343438072274,Medium
1141,Media,Small,Basic,52.43,0,0.26849251523070283,Medium
75,Logistics,Enterprise,Pro,248.33,0,0.26796094400097553,Medium
880,Real Estate,Small,Pro,200.68,0,0.2678105556203663,Medium
7,Healthcare,Small,Basic,51.98,0,0.26689216386148135,Medium
874,Healthcare,Small,Pro,218.24,0,0.26491331446104494,Medium
635,Retail,Small,Pro,172.03,0,0.2629600280795298,Medium
495,Healthcare,Small,Basic,61.65,0,0.2609963162119972,Medium
378,Hospitality,Mid-Market,Pro,251.34,0,0.25818863981832146,Medium
692,Fintech,Small,Basic,44.8,0,0.257923074226351,Medium
712,Real Estate,Mid-Market,Basic,62.73,0,0.2567101677002191,Medium
99,Edtech,Mid-Market,Pro,245.54,0,0.2561331686942704,Medium
188,Healthcare,Mid-Market,Basic,61.93,0,0.2546501417868051,Medium
315,Legal,Small,Basic,42.04,0,0.2540916959386743,Medium
405,Logistics,Mid-Market,Basic,42.63,0,0.25323915282045045,Medium
1128,Edtech,Enterprise,Basic,60.16,0,0.25311359228857555,Medium
698,Hospitality,Small,Pro,182.76,0,0.2513907902151462,Medium
194,Edtech,Mid-Market,Basic,63.51,0,0.2511582893423943,Medium
465,Retail,Mid-Market,Basic,49.81,0,0.25088638695720195,Medium
1119,Edtech,Enterprise,Pro,177.17,0,0.2488186760929894,Medium
661,Media,Mid-Market,Pro,169.19,0,0.2479060236498575,Medium
112,Fintech,Small,Basic,50.27,0,0.24536076527411324,Medium
842,Retail,Mid-Market,Pro,209.44,0,0.24523608466060964,Medium
627,Edtech,Small,Pro,193.67,0,0.2444028902873373,Medium
304,Fintech,Mid-Market,Pro,241.98,0,0.2431789645585955,Medium
582,Retail,Enterprise,Enterprise,1164.51,0,0.24069831969817998,Medium
645,Real Estate,Small,Pro,230.99,0,0.24055708425042496,Medium
206,Media,Enterprise,Pro,205.5,0,0.23776031294263958,Medium
283,Healthcare,Mid-Market,Pro,176.78,0,0.23638096987569143,Medium
1049,Logistics,Small,Basic,61.17,0,0.23600543493364246,Medium
637,Manufacturing,Small,Basic,47.86,0,0.23527970724162917,Medium
613,Logistics,Small,Basic,59.61,0,0.23417961968198214,Medium
529,Legal,Enterprise,Basic,50.88,0,0.2333089817551864,Medium
281,Hospitality,Small,Pro,200.73,0,0.23290759339273,Medium
596,Media,Small,Basic,57.34,0,0.23160916329059125,Medium
347,Media,Mid-Market,Pro,170.32,0,0.23019630540420025,Medium
257,Logistics,Small,Basic,52.05,0,0.23002609642022132,Medium
966,Fintech,Mid-Market,Basic,58.46,0,0.22952529526084348,Medium
553,Legal,Mid-Market,Basic,51.26,0,0.22935010929131092,Medium
418,Real Estate,Enterprise,Basic,63.58,0,0.22780201342668766,Medium
748,Hospitality,Mid-Market,Pro,180.78,0,0.22730181438176114,Medium
87,Legal,Small,Basic,62.34,0,0.22599510863638392,Medium
861,Healthcare,Mid-Market,Pro,204.24,0,0.22591791443179082,Medium
764,Logistics,Mid-Market,Pro,254.57,0,0.22535417929409693,Medium
740,Logistics,Small,Pro,233.49,0,0.22317849752894556,Medium
1100,Media,Mid-Market,Pro,241.19,0,0.22226607035625742,Medium
48,Fintech,Small,Pro,207.07,0,0.22157228641762935,Medium
60,Legal,Small,Pro,178.53,0,0.22147239109335384,Medium
632,Hospitality,Mid-Market,Basic,62.51,0,0.221444735617446,Medium
993,Legal,Enterprise,Basic,54.11,0,0.22014887508187486,Medium
1070,Edtech,Mid-Market,Enterprise,1099.0,0,0.21841969726162608,Medium
664,Fintech,Enterprise,Basic,52.43,0,0.2156980314283848,Medium
856,Manufacturing,Small,Basic,44.28,0,0.21497303715352936,Medium
798,Media,Mid-Market,Pro,255.75,0,0.21180547947905584,Medium
12,Hospitality,Small,Enterprise,1023.57,0,0.21178572783923894,Medium
401,Logistics,Mid-Market,Enterprise,885.93,0,0.21018800337699106,Medium
682,Media,Small,Basic,47.3,0,0.2101269679001773,Medium
393,Logistics,Enterprise,Basic,44.32,0,0.20960956099757017,Medium
1185,Fintech,Mid-Market,Basic,53.15,0,0.20921550094089117,Medium
653,Real Estate,Mid-Market,Basic,60.73,0,0.20802057036342655,Medium
624,Hospitality,Small,Basic,55.83,0,0.20714210668703154,Medium
386,Fintech,Mid-Market,Pro,188.58,0,0.20490227444504003,Medium
211,Healthcare,Small,Pro,244.05,0,0.20465067077488025,Medium
586,Fintech,Small,Pro,217.71,0,0.2044922361687669,Medium
32,Manufacturing,Mid-Market,Basic,42.39,0,0.20181161552471452,Medium
694,Logistics,Small,Basic,63.35,0,0.20176898130703763,Medium
5,Hospitality,Mid-Market,Basic,46.08,0,0.20163998228293878,Medium
166,Media,Small,Pro,217.82,0,0.20056184252751086,Medium
619,Legal,Small,Enterprise,817.95,0,0.19960259589508514,Medium
414,Legal,Mid-Market,Basic,62.4,0,0.19909953495809152,Medium
944,Hospitality,Small,Pro,184.79,0,0.1981475885262352,Medium
604,Real Estate,Enterprise,Basic,63.24,0,0.197560569813322,Medium
568,Healthcare,Small,Basic,59.16,0,0.19717888049778914,Medium
220,Hospitality,Small,Pro,182.57,0,0.19511860235108552,Medium
871,Fintech,Small,Pro,229.44,0,0.1942931571930713,Medium
1138,Media,Small,Enterprise,887.97,0,0.1939200578893332,Medium
894,Legal,Small,Pro,256.33,0,0.19309752968975236,Medium
952,Manufacturing,Enterprise,Basic,54.2,0,0.19269707353231985,Medium
991,Hospitality,Small,Basic,55.31,0,0.1907227898796741,Medium
1164,Media,Small,Basic,61.49,0,0.19033863040691906,Medium
968,Manufacturing,Enterprise,Enterprise,908.76,0,0.1890904882589112,Medium
1051,Media,Enterprise,Basic,59.39,0,0.18666843926725085,Medium
469,Fintech,Enterprise,Enterprise,778.03,0,0.1865179157380067,Medium
1150,Manufacturing,Mid-Market,Pro,254.57,0,0.18613801079548462,Medium
935,Real Estate,Mid-Market,Pro,204.84,0,0.18589999031041177,Medium
49,Legal,Mid-Market,Basic,41.73,0,0.1841928971266266,Medium
717,Healthcare,Small,Basic,45.71,0,0.18412078034515073,Medium
197,Manufacturing,Mid-Market,Pro,211.05,0,0.1836379588662732,Medium
808,Healthcare,Mid-Market,Pro,232.7,0,0.18355535312580554,Medium
848,Hospitality,Mid-Market,Basic,61.89,0,0.1831387489674298,Medium
334,Logistics,Small,Basic,47.05,0,0.1824285317601045,Medium
351,Healthcare,Small,Basic,53.98,0,0.1792636580563628,Medium
342,Healthcare,Mid-Market,Basic,63.09,0,0.17899900622269077,Medium
788,Fintech,Enterprise,Pro,171.25,0,0.17872332649395195,Medium
273,Legal,Mid-Market,Basic,56.69,0,0.17825355832465975,Medium
597,Healthcare,Small,Basic,46.45,0,0.1779375362377867,Medium
333,Logistics,Mid-Market,Basic,59.25,0,0.1775418905178327,Medium
1187,Fintech,Enterprise,Basic,54.76,0,0.17714663011266868,Medium
507,Real Estate,Mid-Market,Pro,201.7,0,0.1751844231056294,Medium
402,Real Estate,Small,Basic,46.59,0,0.1745482302265107,Medium
1115,Fintech,Small,Basic,50.28,0,0.17280432258140888,Medium
256,Real Estate,Mid-Market,Basic,52.7,0,0.17185153964153765,Medium
8,Edtech,Small,Pro,192.82,0,0.17184730685432348,Medium
727,Legal,Mid-Market,Pro,172.48,0,0.17133282174170403,Medium
161,Hospitality,Small,Basic,62.27,0,0.1707521591980623,Medium
323,Real Estate,Small,Basic,55.84,0,0.17039853076683692,Medium
228,Fintech,Small,Basic,57.22,0,0.17032551969938686,Medium
353,Legal,Mid-Market,Basic,52.78,0,0.16998270242684285,Medium
364,Fintech,Mid-Market,Enterprise,786.52,0,0.1699482496317821,Medium
345,Hospitality,Mid-Market,Basic,62.83,0,0.1691964797472086,Medium
887,Legal,Enterprise,Pro,181.79,0,0.16870991198317614,Medium
540,Real Estate,Small,Basic,43.14,0,0.1682810479004443,Medium
954,Legal,Small,Basic,55.83,0,0.16585889117020736,Medium
14,Media,Small,Basic,56.83,0,0.16556118510846737,Medium
992,Retail,Mid-Market,Basic,47.65,0,0.16391309029515008,Medium
821,Legal,Small,Basic,50.41,0,0.16208676042378872,Medium
759,Hospitality,Small,Basic,45.28,0,0.16193907713869857,Medium
167,Retail,Small,Pro,180.27,0,0.1608934509959631,Medium
951,Hospitality,Mid-Market,Basic,56.98,0,0.16077175484263953,Medium
782,Retail,Small,Basic,56.33,0,0.1606938953184989,Medium
460,Legal,Small,Pro,222.93,0,0.159007455922573,Medium
433,Real Estate,Small,Basic,59.47,0,0.1575277857123842,Medium
654,Media,Small,Pro,215.47,0,0.1567866882221821,Medium
123,Media,Mid-Market,Enterprise,882.96,0,0.15647784667028705,Medium
823,Edtech,Mid-Market,Pro,234.19,0,0.15421893720069896,Medium
79,Healthcare,Small,Basic,46.63,0,0.15416506556202228,Medium
1099,Retail,Small,Basic,62.26,0,0.1530370803588901,Medium
778,Manufacturing,Small,Enterprise,801.38,0,0.15302781600644075,Medium
55,Healthcare,Small,Basic,53.7,0,0.15288619654287042,Medium
1090,Legal,Enterprise,Basic,51.17,0,0.15213158971974935,Medium
595,Retail,Mid-Market,Basic,50.74,0,0.15071907827790595,Medium
419,Media,Small,Basic,54.15,0,0.14855910959851207,Medium
158,Logistics,Mid-Market,Basic,56.85,0,0.14796043806339015,Medium
453,Media,Small,Basic,53.88,0,0.1471389106804977,Medium
497,Edtech,Small,Pro,244.67,0,0.1454931159742395,Medium
1045,Healthcare,Small,Pro,172.27,0,0.14309999761223938,Medium
201,Hospitality,Mid-Market,Pro,238.02,0,0.1425050109317081,Medium
711,Real Estate,Mid-Market,Basic,53.55,0,0.14184942423346927,Medium
809,Edtech,Mid-Market,Pro,251.18,0,0.14117178419495877,Low
232,Edtech,Small,Pro,252.01,0,0.141055812126519,Low
925,Manufacturing,Enterprise,Pro,213.56,0,0.1382354533988947,Low
753,Edtech,Enterprise,Pro,258.56,0,0.13803540167828326,Low
478,Legal,Small,Enterprise,800.6,0,0.13770522270524596,Low
371,Healthcare,Small,Pro,235.53,0,0.1376195475005199,Low
254,Legal,Mid-Market,Pro,207.95,0,0.1369269981091338,Low
1054,Healthcare,Small,Pro,250.3,0,0.13615938871445415,Low
78,Healthcare,Small,Pro,233.77,0,0.13572796815744104,Low
826,Healthcare,Small,Pro,226.53,0,0.1357163154577104,Low
390,Hospitality,Mid-Market,Basic,61.98,0,0.13534718215749894,Low
859,Media,Mid-Market,Basic,51.86,0,0.13530896311092536,Low
831,Manufacturing,Small,Basic,47.74,0,0.13516716961240913,Low
985,Retail,Small,Basic,60.45,0,0.1348240857921257,Low
684,Hospitality,Small,Pro,196.19,0,0.13446334649794883,Low
608,Edtech,Mid-Market,Pro,223.33,0,0.13384563901747926,Low
1107,Fintech,Small,Basic,51.68,0,0.13290851940929047,Low
287,Manufacturing,Small,Basic,48.92,0,0.13236690145199762,Low
470,Healthcare,Small,Basic,53.17,0,0.13226685244648378,Low
697,Real Estate,Small,Pro,235.62,0,0.13209076275961695,Low
890,Healthcare,Mid-Market,Pro,239.78,0,0.13204421827638985,Low
499,Edtech,Small,Enterprise,1077.27,0,0.1317567599844665,Low
634,Hospitality,Small,Basic,58.86,0,0.13035258726961726,Low
1117,Retail,Enterprise,Basic,60.06,0,0.12946913834339516,Low
190,Edtech,Enterprise,Pro,245.53,0,0.12917983170531122,Low
71,Fintech,Small,Enterprise,962.05,0,0.12868153363703108,Low
290,Logistics,Mid-Market,Basic,57.62,0,0.12805762756717465,Low
533,Manufacturing,Mid-Market,Pro,194.61,0,0.12804019791981253,Low
1155,Hospitality,Small,Pro,171.48,0,0.1278860528608162,Low
588,Healthcare,Mid-Market,Pro,214.29,0,0.1277034059109998,Low
667,Real Estate,Mid-Market,Enterprise,1155.11,0,0.12750785992320615,Low
794,Healthcare,Enterprise,Pro,198.06,0,0.12718983391291666,Low
849,Real Estate,Mid-Market,Basic,57.34,0,0.1268138728603741,Low
416,Hospitality,Small,Pro,189.84,0,0.1258640341075037,Low
1001,Edtech,Mid-Market,Basic,47.01,0,0.1252660563863815,Low
337,Healthcare,Mid-Market,Enterprise,837.92,0,0.12482017676199374,Low
855,Real Estate,Small,Pro,227.9,0,0.12410242536388383,Low
1106,Manufacturing,Mid-Market,Pro,179.1,0,0.12404841555892379,Low
591,Real Estate,Small,Basic,49.33,0,0.12354963176796172,Low
498,Hospitality,Small,Basic,58.27,0,0.12337630999461618,Low
95,Healthcare,Mid-Market,Basic,50.85,0,0.12280314758940657,Low
701,Real Estate,Small,Pro,243.06,0,0.12255349756778586,Low
1192,Healthcare,Small,Pro,172.93,0,0.12140154908361711,Low
752,Media,Small,Basic,47.89,0,0.12076843208215383,Low
773,Manufacturing,Enterprise,Basic,60.9,0,0.11842232427748194,Low
509,Real Estate,Enterprise,Basic,62.46,0,0.11798785491071233,Low
895,Healthcare,Small,Basic,43.79,0,0.11697211253602637,Low
1121,Hospitality,Enterprise,Pro,222.66,0,0.11657835168621233,Low
1181,Real Estate,Enterprise,Pro,184.46,0,0.11429744477633072,Low
24,Legal,Small,Pro,246.26,0,0.11356585254999847,Low
728,Logistics,Mid-Market,Basic,61.27,0,0.11305080987596443,Low
722,Logistics,Mid-Market,Basic,54.88,0,0.11288829475410853,Low
439,Fintech,Small,Pro,185.82,0,0.11282359962210696,Low
162,Manufacturing,Small,Basic,56.75,0,0.11190007703361791,Low
490,Manufacturing,Small,Pro,171.84,0,0.11122692584175589,Low
1068,Logistics,Small,Pro,220.63,0,0.11041970622116594,Low
296,Retail,Mid-Market,Basic,61.46,0,0.10996227373383864,Low
810,Hospitality,Mid-Market,Enterprise,1151.86,0,0.10996128983003475,Low
178,Manufacturing,Mid-Market,Pro,182.29,0,0.10957193753344567,Low
116,Legal,Small,Pro,253.5,0,0.10843600767881521,Low
357,Healthcare,Small,Pro,200.59,0,0.10812858332665182,Low
135,Hospitality,Small,Basic,48.72,0,0.10640101368303678,Low
1193,Retail,Small,Pro,250.55,0,0.10602336727995121,Low
532,Real Estate,Small,Basic,47.18,0,0.10555304917759752,Low
16,Edtech,Small,Enterprise,813.7,0,0.10547288914603728,Low
1005,Real Estate,Enterprise,Enterprise,1115.73,0,0.10537533089270036,Low
53,Fintech,Mid-Market,Pro,195.37,0,0.10520371887094972,Low
1179,Edtech,Small,Pro,239.08,0,0.10499098832569145,Low
504,Healthcare,Small,Pro,186.37,0,0.10355053605167149,Low
1032,Retail,Small,Basic,53.51,0,0.10349597197800682,Low
461,Real Estate,Small,Enterprise,1140.84,0,0.10318471277566092,Low
202,Retail,Small,Enterprise,825.17,0,0.10316073049044829,Low
270,Real Estate,Small,Enterprise,1077.87,0,0.10306014439305455,Low
210,Manufacturing,Enterprise,Pro,186.68,0,0.10285871312406512,Low
338,Media,Small,Basic,61.2,0,0.1014032187103873,Low
1108,Legal,Small,Basic,45.1,0,0.10059908049314152,Low
294,Manufacturing,Small,Basic,41.96,0,0.10054078805103694,Low
994,Legal,Small,Basic,58.78,0,0.10027956157206336,Low
493,Hospitality,Small,Basic,42.51,0,0.10023987485527215,Low
1145,Real Estate,Small,Pro,194.49,0,0.09968064713019592,Low
655,Edtech,Mid-Market,Enterprise,1030.33,0,0.09763023315046386,Low
1007,Legal,Small,Pro,200.87,0,0.09762348527237351,Low
1079,Retail,Enterprise,Pro,249.8,0,0.09718841739456066,Low
1095,Retail,Enterprise,Enterprise,1018.31,0,0.09715369982446263,Low
117,Retail,Small,Pro,203.41,0,0.09687784429927297,Low
920,Manufacturing,Mid-Market,Basic,46.04,0,0.09654212851310215,Low
1009,Hospitality,Mid-Market,Pro,219.64,0,0.09638040559959755,Low
1197,Real Estate,Small,Basic,50.88,0,0.0950290716282759,Low
