event_id,customer_id,event_date,feature_used,login_count,active_users
86,6,2026-01-01,Reports,0,1
87,6,2026-02-01,Automation,0,1
88,6,2026-03-01,Reports,0,1
89,7,2025-07-01,Automation,5,1
90,7,2025-08-01,Dashboard,9,1
91,7,2025-09-01,Automation,8,1
92,7,2025-10-01,Dashboard,10,1
93,7,2025-11-01,API,5,1
94,7,2025-12-01,API,9,1
95,7,2026-01-01,Reports,4,1
96,7,2026-02-01,Integrations,7,1
97,7,2026-03-01,Automation,5,1
98,7,2026-04-01,Integrations,5,1
99,7,2026-05-01,API,6,1
100,7,2026-06-01,Automation,4,1
101,7,2026-07-01,Reports,6,1
102,8,2025-08-01,API,9,1
103,8,2025-09-01,Dashboard,4,1
104,8,2025-10-01,Dashboard,6,1
105,8,2025-11-01,API,5,1
106,8,2025-12-01,Integrations,11,1
107,8,2026-01-01,API,8,2
108,8,2026-02-01,Automation,8,1
109,8,2026-03-01,Dashboard,4,1
110,8,2026-04-01,API,13,2
111,8,2026-05-01,Automation,10,2
112,8,2026-06-01,Dashboard,13,3
113,8,2026-07-01,Integrations,9,1
114,9,2025-12-01,API,1,1
115,9,2026-01-01,Dashboard,0,1
116,9,2026-02-01,Reports,0,1
117,9,2026-03-01,Automation,3,1
118,9,2026-04-01,Reports,2,1
119,9,2026-05-01,Integrations,0,1
120,9,2026-06-01,Integrations,2,1
121,10,2025-06-01,API,9,1
122,10,2025-07-01,Reports,7,1
123,10,2025-08-01,Dashboard,4,1
124,10,2025-09-01,Integrations,6,1
125,10,2025-10-01,Integrations,6,1
126,10,2025-11-01,Automation,0,1
127,10,2025-12-01,Automation,2,1
128,10,2026-01-01,Reports,5,1
129,10,2026-02-01,Dashboard,3,1
130,10,2026-03-01,Integrations,9,2
131,10,2026-04-01,Dashboard,8,1
132,10,2026-05-01,Reports,8,1
133,10,2026-06-01,Dashboard,5,1
134,10,2026-07-01,Dashboard,4,1
135,11,2026-02-01,Automation,3,1
136,11,2026-03-01,Reports,8,1
137,11,2026-04-01,Automation,7,2
138,11,2026-05-01,Dashboard,4,1
139,11,2026-06-01,Integrations,6,1
140,11,2026-07-01,API,5,1
141,12,2025-11-01,API,20,3
142,12,2025-12-01,Automation,17,4
143,12,2026-01-01,Dashboard,13,3
144,12,2026-02-01,API,11,3
145,12,2026-03-01,Automation,15,2
146,12,2026-04-01,Automation,21,5
147,12,2026-05-01,Reports,13,2
148,12,2026-06-01,Automation,8,2
149,12,2026-07-01,Reports,13,2
150,13,2026-08-01,Automation,15,4
151,13,2026-09-01,Reports,14,2
152,13,2026-10-01,Reports,13,2
153,13,2026-11-01,Integrations,16,3
154,13,2026-12-01,Dashboard,19,6
155,13,2027-01-01,Dashboard,15,4
156,13,2027-02-01,API,15,2
157,13,2027-03-01,Dashboard,17,3
158,13,2027-04-01,API,10,2
159,13,2027-05-01,API,9,2
160,13,2027-06-01,Dashboard,8,1
161,13,2027-07-01,Dashboard,5,1
162,14,2025-10-01,API,8,2
163,14,2025-11-01,Reports,5,1
164,14,2025-12-01,Integrations,2,1
165,14,2026-01-01,Dashboard,3,1
166,14,2026-02-01,API,2,1
167,14,2026-03-01,Integrations,6,1
168,14,2026-04-01,Integrations,7,1
169,14,2026-05-01,API,9,2
170,14,2026-06-01,Reports,5,1
171,14,2026-07-01,API,7,2
172,15,2025-12-01,Reports,26,7
173,15,2026-01-01,Automation,19,5
174,15,2026-02-01,API,25,8
175,15,2026-03-01,API,24,5
176,15,2026-04-01,Dashboard,22,4
177,15,2026-05-01,Dashboard,22,6
178,15,2026-06-01,Integrations,25,5
179,15,2026-07-01,Automation,23,4
180,16,2025-09-01,Integrations,29,5
181,16,2025-10-01,Dashboard,28,7
182,16,2025-11-01,Reports,25,4
183,16,2025-12-01,Reports,29,7
184,16,2026-01-01,API,29,6
185,16,2026-02-01,Integrations,30,9
186,16,2026-03-01,API,28,4
187,16,2026-04-01,API,26,4
188,16,2026-05-01,Integrations,28,6
189,16,2026-06-01,Automation,21,4
190,16,2026-07-01,Dashboard,25,4
191,17,2025-01-01,API,24,4
192,17,2025-02-01,Automation,28,6
193,17,2025-03-01,Automation,29,5
194,17,2025-04-01,Automation,26,4
195,17,2025-05-01,API,25,5
196,17,2025-06-01,API,27,8
197,17,2025-07-01,Dashboard,26,6
198,17,2025-08-01,Integrations,23,4
199,17,2025-09-01,Dashboard,24,6
200,17,2025-10-01,API,27,5
201,17,2025-11-01,API,29,6
202,17,2025-12-01,API,25,4
203,17,2026-01-01,API,27,4
204,17,2026-02-01,API,26,4
205,17,2026-03-01,API,27,8
206,17,2026-04-01,Reports,22,5
207,17,2026-05-01,Reports,12,2
208,17,2026-06-01,Automation,2,1
209,18,2025-06-01,Reports,3,1
210,18,2025-07-01,API,9,2
211,18,2025-08-01,Reports,9,2
212,18,2025-09-01,Dashboard,3,1
213,18,2025-10-01,Integrations,0,1
214,18,2025-11-01,API,0,1
215,18,2025-12-01,Reports,3,1
216,18,2026-01-01,API,11,1
217,18,2026-02-01,Dashboard,4,1
218,18,2026-03-01,Dashboard,6,1
219,18,2026-04-01,Integrations,9,1
220,18,2026-05-01,API,4,1
221,18,2026-06-01,Reports,2,1
222,18,2026-07-01,Reports,2,1
223,19,2024-11-01,Integrations,5,1
224,19,2024-12-01,Reports,0,1
225,20,2025-05-01,Dashboard,7,1
226,20,2025-06-01,Automation,12,2
227,20,2025-07-01,Integrations,5,1
228,20,2025-08-01,Reports,11,2
229,20,2025-09-01,Integrations,1,1
230,20,2025-10-01,API,0,1
231,20,2025-11-01,Reports,5,1
232,20,2025-12-01,Dashboard,5,1
233,20,2026-01-01,Dashboard,7,1
234,20,2026-02-01,Dashboard,4,1
235,20,2026-03-01,Dashboard,6,1
236,20,2026-04-01,Automation,5,1
237,20,2026-05-01,Integrations,9,2
238,20,2026-06-01,Reports,6,1
239,20,2026-07-01,Dashboard,14,3
240,21,2025-03-01,Automation,6,1
241,21,2025-04-01,Dashboard,5,1
242,21,2025-05-01,Dashboard,0,1
243,21,2025-06-01,Reports,10,2
244,21,2025-07-01,Automation,3,1
245,21,2025-08-01,Integrations,1,1
246,21,2025-09-01,Integrations,2,1
247,21,2025-10-01,Reports,3,1
248,21,2025-11-01,Dashboard,0,1
249,21,2025-12-01,Integrations,1,1
250,21,2026-01-01,API,5,1
251,21,2026-02-01,Reports,0,1
252,21,2026-03-01,API,9,1
253,21,2026-04-01,API,3,1
254,21,2026-05-01,Dashboard,0,1
255,21,2026-06-01,Automation,0,1
256,21,2026-07-01,Reports,2,1
257,22,2025-10-01,Integrations,51,11
258,22,2025-11-01,Dashboard,44,13
259,22,2025-12-01,API,45,7
260,22,2026-01-01,Automation,33,5
261,22,2026-02-01,Reports,18,3
262,22,2026-03-01,Reports,7,1
263,23,2025-11-01,Reports,0,1
264,23,2025-12-01,Dashboard,0,1
265,23,2026-01-01,Integrations,1,1
266,23,2026-02-01,Automation,0,1
267,23,2026-03-01,Automation,0,1
268,24,2025-11-01,Dashboard,2,1
269,24,2025-12-01,API,6,1
270,24,2026-01-01,Automation,3,1
271,24,2026-02-01,Integrations,8,2
272,24,2026-03-01,Automation,3,1
273,24,2026-04-01,Automation,14,2
274,24,2026-05-01,Integrations,6,1
275,24,2026-06-01,Automation,9,1
276,24,2026-07-01,API,11,2
277,25,2025-05-01,Reports,6,1
278,25,2025-06-01,Automation,0,1
279,26,2025-06-01,API,0,1
280,26,2025-07-01,Automation,2,1
281,26,2025-08-01,Automation,1,1
282,26,2025-09-01,Automation,0,1
283,27,2026-03-01,Reports,6,1
284,27,2026-04-01,Dashboard,4,1
285,27,2026-05-01,Reports,4,1
286,27,2026-06-01,API,3,1
287,28,2025-07-01,Reports,0,1
288,28,2025-08-01,Integrations,3,1
289,28,2025-09-01,Automation,0,1
290,29,2026-01-01,Automation,12,2
291,29,2026-02-01,Automation,9,2
292,29,2026-03-01,Integrations,6,1
293,29,2026-04-01,Integrations,5,1
294,29,2026-05-01,Dashboard,7,2
295,29,2026-06-01,API,6,1
296,29,2026-07-01,Reports,8,1
297,30,2025-08-01,Automation,34,6
298,30,2025-09-01,Dashboard,38,7
299,30,2025-10-01,API,35,8
300,30,2025-11-01,Integrations,39,7
301,30,2025-12-01,Integrations,36,6
302,30,2026-01-01,Integrations,40,11
303,30,2026-02-01,Dashboard,37,6
304,30,2026-03-01,Integrations,38,8
305,30,2026-04-01,Reports,34,5
306,30,2026-05-01,Automation,34,9
307,30,2026-06-01,Reports,41,7
308,30,2026-07-01,Reports,43,9
309,31,2025-04-01,Dashboard,5,1
310,32,2025-03-01,API,4,1
311,32,2025-04-01,Reports,1,1
312,32,2025-05-01,Automation,0,1
313,32,2025-06-01,Reports,0,1
314,32,2025-07-01,API,3,1
315,32,2025-08-01,Dashboard,4,1
316,32,2025-09-01,Dashboard,1,1
317,32,2025-10-01,Dashboard,3,1
318,32,2025-11-01,Automation,6,1
319,32,2025-12-01,Dashboard,2,1
320,32,2026-01-01,Automation,1,1
321,32,2026-02-01,Automation,0,1
322,32,2026-03-01,Integrations,1,1
323,32,2026-04-01,Automation,1,1
324,32,2026-05-01,Reports,0,1
325,32,2026-06-01,Dashboard,10,1
326,32,2026-07-01,Automation,4,1
327,33,2025-08-01,API,17,4
328,33,2025-09-01,Reports,19,3
329,33,2025-10-01,Reports,17,3
330,33,2025-11-01,Reports,16,4
331,33,2025-12-01,Reports,23,4
332,33,2026-01-01,API,14,4
333,33,2026-02-01,Automation,15,4
334,33,2026-03-01,Dashboard,14,4
335,33,2026-04-01,Reports,19,5
336,33,2026-05-01,Integrations,18,5
337,33,2026-06-01,API,16,4
338,33,2026-07-01,Dashboard,14,3
339,34,2025-08-01,Dashboard,0,1
340,35,2025-04-01,Integrations,9,1
341,35,2025-05-01,Integrations,6,1
342,35,2025-06-01,API,2,1
343,35,2025-07-01,Automation,4,1
344,35,2025-08-01,Automation,8,2
345,35,2025-09-01,Dashboard,0,1
346,35,2025-10-01,Integrations,9,2
347,35,2025-11-01,Reports,6,1
348,35,2025-12-01,API,5,1
349,35,2026-01-01,Integrations,7,1
350,35,2026-02-01,Reports,6,1
351,35,2026-03-01,Dashboard,0,1
352,35,2026-04-01,API,0,1
353,36,2025-11-01,Dashboard,13,2
354,36,2025-12-01,Dashboard,7,1
355,36,2026-01-01,Reports,9,2
356,36,2026-02-01,Integrations,9,1
357,36,2026-03-01,Automation,13,3
358,36,2026-04-01,Integrations,12,2
359,36,2026-05-01,Dashboard,13,2
360,36,2026-06-01,Dashboard,11,2
361,36,2026-07-01,API,7,1
362,37,2024-12-01,Dashboard,29,7
363,37,2025-01-01,Automation,30,8
364,37,2025-02-01,API,29,6
365,37,2025-03-01,Automation,29,5
366,37,2025-04-01,Automation,17,2
367,37,2025-05-01,API,12,3
368,37,2025-06-01,API,2,1
369,38,2025-09-01,API,7,1
370,38,2025-10-01,Dashboard,12,2
371,38,2025-11-01,Automation,9,1
372,38,2025-12-01,Reports,14,2
373,38,2026-01-01,Integrations,6,1
374,38,2026-02-01,API,12,3
375,38,2026-03-01,API,9,2
376,38,2026-04-01,Reports,8,1
377,38,2026-05-01,Automation,10,3
378,38,2026-06-01,API,7,1
379,38,2026-07-01,Reports,0,1
380,39,2025-08-01,Automation,10,2
381,39,2025-09-01,Dashboard,11,2
382,39,2025-10-01,API,7,1
383,39,2025-11-01,API,5,1
384,39,2025-12-01,Automation,6,1
385,39,2026-01-01,API,9,2
386,39,2026-02-01,Reports,5,1
387,39,2026-03-01,Automation,4,1
388,39,2026-04-01,API,6,1
389,39,2026-05-01,Reports,6,1
390,39,2026-06-01,API,6,1
391,39,2026-07-01,Integrations,5,1
392,40,2024-12-01,Automation,11,2
393,40,2025-01-01,Dashboard,3,1
394,40,2025-02-01,Integrations,4,1
395,40,2025-03-01,Dashboard,5,1
396,40,2025-04-01,Reports,6,1
397,40,2025-05-01,Dashboard,0,1
398,41,2025-06-01,Integrations,9,1
399,41,2025-07-01,Dashboard,12,2
400,41,2025-08-01,Dashboard,14,4
401,41,2025-09-01,Dashboard,12,2
402,41,2025-10-01,Integrations,16,4
403,41,2025-11-01,Automation,10,1
404,41,2025-12-01,Dashboard,17,2
405,41,2026-01-01,Dashboard,14,2
406,41,2026-02-01,Integrations,10,2
407,41,2026-03-01,Automation,12,2
408,41,2026-04-01,Dashboard,13,2
409,41,2026-05-01,Dashboard,11,2
410,41,2026-06-01,API,17,4
411,41,2026-07-01,Automation,12,3
412,42,2025-04-01,Integrations,6,1
413,42,2025-05-01,API,3,1
414,42,2025-06-01,Automation,1,1
415,42,2025-07-01,Reports,11,2
416,42,2025-08-01,Dashboard,6,1
417,42,2025-09-01,Automation,5,1
418,42,2025-10-01,API,2,1
419,43,2025-08-01,Dashboard,8,1
420,43,2025-09-01,API,8,1
421,43,2025-10-01,Dashboard,11,3
422,43,2025-11-01,Reports,10,2
423,43,2025-12-01,Dashboard,5,1
424,43,2026-01-01,API,9,1
425,43,2026-02-01,Integrations,6,1
426,43,2026-03-01,Dashboard,4,1
427,43,2026-04-01,Automation,10,1
428,43,2026-05-01,Integrations,5,1
429,43,2026-06-01,Reports,4,1
430,43,2026-07-01,Reports,7,1
431,44,2026-04-01,Dashboard,7,2
432,44,2026-05-01,Reports,1,1
433,44,2026-06-01,Integrations,3,1
434,44,2026-07-01,API,8,1
435,45,2025-10-01,Automation,8,1
436,45,2025-11-01,API,8,1
437,45,2025-12-01,Automation,14,3
438,45,2026-01-01,Integrations,0,1
439,45,2026-02-01,Reports,2,1
440,45,2026-03-01,Automation,9,1
441,45,2026-04-01,Reports,1,1
442,45,2026-05-01,Automation,7,1
443,45,2026-06-01,API,6,1
444,45,2026-07-01,API,8,1
445,46,2025-03-01,Dashboard,0,1
446,46,2025-04-01,Integrations,3,1
447,46,2025-05-01,Dashboard,0,1
448,46,2025-06-01,API,2,1
449,46,2025-07-01,Automation,5,1
450,46,2025-08-01,Integrations,1,1
451,46,2025-09-01,API,6,1
452,46,2025-10-01,Dashboard,2,1
453,46,2025-11-01,Automation,4,1
454,46,2025-12-01,API,2,1
455,46,2026-01-01,Automation,4,1
456,46,2026-02-01,Dashboard,6,1
457,47,2026-02-01,Integrations,5,1
458,47,2026-03-01,API,7,2
459,47,2026-04-01,Automation,9,2
460,47,2026-05-01,Reports,0,1
461,47,2026-06-01,Automation,1,1
462,47,2026-07-01,Automation,2,1
463,48,2026-03-01,Automation,5,1
464,48,2026-04-01,Automation,11,2
465,48,2026-05-01,Automation,10,2
466,48,2026-06-01,Automation,12,2
467,48,2026-07-01,Automation,8,1
468,49,2025-11-01,Dashboard,7,2
469,49,2025-12-01,API,6,1
470,49,2026-01-01,Automation,6,1
471,49,2026-02-01,Automation,7,1
472,49,2026-03-01,Reports,7,1
473,49,2026-04-01,API,8,1
474,49,2026-05-01,Automation,6,1
475,49,2026-06-01,Reports,6,1
476,49,2026-07-01,Reports,10,2
477,50,2025-07-01,API,10,2
478,50,2025-08-01,Dashboard,6,1
479,50,2025-09-01,API,5,1
480,50,2025-10-01,Dashboard,10,1
481,50,2025-11-01,API,9,2
482,50,2025-12-01,Integrations,6,1
483,50,2026-01-01,Integrations,5,1
484,50,2026-02-01,Dashboard,5,1
485,50,2026-03-01,API,6,1
486,50,2026-04-01,Reports,7,2
487,50,2026-05-01,Automation,4,1
488,50,2026-06-01,Reports,2,1
489,50,2026-07-01,Reports,6,1
490,51,2025-01-01,API,7,1
491,51,2025-02-01,Integrations,2,1
492,51,2025-03-01,Automation,0,1
493,51,2025-04-01,Automation,0,1
494,52,2025-04-01,Reports,4,1
495,52,2025-05-01,Integrations,0,1
496,52,2025-06-01,Reports,0,1
497,52,2025-07-01,Automation,2,1
498,52,2025-08-01,Reports,0,1
499,52,2025-09-01,Integrations,6,1
500,52,2025-10-01,API,0,1
501,53,2025-12-01,Automation,21,4
502,53,2026-01-01,Automation,18,5
503,53,2026-02-01,Reports,19,4
504,53,2026-03-01,Automation,20,3
505,53,2026-04-01,Reports,22,4
506,53,2026-05-01,Reports,15,4
507,53,2026-06-01,Dashboard,22,4
508,53,2026-07-01,API,26,8
509,54,2025-09-01,Dashboard,7,1
510,54,2025-10-01,Automation,6,1
511,54,2025-11-01,Integrations,10,3
512,54,2025-12-01,Automation,6,1
513,54,2026-01-01,Dashboard,9,1
514,54,2026-02-01,Reports,7,1
515,54,2026-03-01,API,7,1
516,54,2026-04-01,Integrations,2,1
517,54,2026-05-01,Integrations,0,1
518,54,2026-06-01,API,7,1
519,54,2026-07-01,API,5,1
520,55,2025-04-01,API,13,2
521,55,2025-05-01,Automation,7,1
522,55,2025-06-01,Automation,5,1
523,55,2025-07-01,Reports,13,3
524,55,2025-08-01,Dashboard,5,1
525,55,2025-09-01,Reports,11,2
526,55,2025-10-01,Reports,3,1
527,55,2025-11-01,Dashboard,6,1
528,55,2025-12-01,API,8,1
529,55,2026-01-01,Dashboard,2,1
530,55,2026-02-01,Reports,6,1
531,55,2026-03-01,Dashboard,12,2
532,55,2026-04-01,Automation,10,1
533,55,2026-05-01,Automation,5,1
534,55,2026-06-01,API,10,2
535,55,2026-07-01,API,10,1
536,56,2025-03-01,Reports,16,5
537,56,2025-04-01,API,17,3
538,56,2025-05-01,API,15,2
539,56,2025-06-01,Integrations,16,4
540,56,2025-07-01,Integrations,16,3
541,56,2025-08-01,Dashboard,12,3
542,56,2025-09-01,Reports,16,3
543,56,2025-10-01,Integrations,11,2
544,56,2025-11-01,Reports,18,5
545,56,2025-12-01,Integrations,11,2
546,56,2026-01-01,Automation,15,3
547,56,2026-02-01,API,14,2
548,56,2026-03-01,Integrations,8,1
549,56,2026-04-01,Integrations,11,2
550,56,2026-05-01,Dashboard,13,2
551,56,2026-06-01,Automation,11,2
552,56,2026-07-01,API,12,2
553,57,2025-11-01,Dashboard,24,6
554,57,2025-12-01,Dashboard,19,4
555,57,2026-01-01,API,18,3
556,57,2026-02-01,Dashboard,23,7
557,57,2026-03-01,Automation,18,4
558,57,2026-04-01,Dashboard,18,3
559,57,2026-05-01,API,23,4
560,57,2026-06-01,Integrations,15,3
561,57,2026-07-01,Dashboard,22,5
562,58,2025-07-01,Reports,0,1
563,58,2025-08-01,API,2,1
564,58,2025-09-01,Automation,3,1
565,59,2025-06-01,Integrations,0,1
566,59,2025-07-01,Automation,11,1
567,60,2025-10-01,Dashboard,5,1
568,60,2025-11-01,API,7,1
569,60,2025-12-01,Automation,0,1
570,60,2026-01-01,Dashboard,7,2
571,60,2026-02-01,API,0,1
572,60,2026-03-01,Automation,1,1
573,60,2026-04-01,Integrations,6,1
574,60,2026-05-01,Integrations,4,1
575,60,2026-06-01,Automation,3,1
576,60,2026-07-01,Integrations,5,1
577,61,2024-10-01,API,20,3
578,61,2024-11-01,Integrations,20,4
579,61,2024-12-01,Reports,19,3
580,61,2025-01-01,API,22,5
581,61,2025-02-01,Reports,20,4
582,61,2025-03-01,Reports,16,2
583,61,2025-04-01,Dashboard,21,3
584,61,2025-05-01,Dashboard,23,4
585,61,2025-06-01,Dashboard,17,3
586,61,2025-07-01,Reports,23,7
587,61,2025-08-01,Integrations,16,4
588,61,2025-09-01,Integrations,24,4
589,61,2025-10-01,Reports,22,3
590,61,2025-11-01,Dashboard,25,6
591,61,2025-12-01,Reports,13,4
592,61,2026-01-01,Integrations,25,5
593,61,2026-02-01,Integrations,24,4
594,61,2026-03-01,Automation,27,5
595,61,2026-04-01,Integrations,17,5
596,61,2026-05-01,Automation,23,5
597,61,2026-06-01,Reports,16,3
598,61,2026-07-01,Integrations,23,4
599,62,2025-01-01,API,21,4
600,62,2025-02-01,Automation,26,8
601,62,2025-03-01,API,25,5
602,62,2025-04-01,Dashboard,24,5
603,62,2025-05-01,Integrations,19,5
604,62,2025-06-01,Automation,15,2
605,62,2025-07-01,Reports,9,1
606,62,2025-08-01,Automation,6,1
607,63,2025-08-01,Integrations,12,2
608,63,2025-09-01,Reports,5,1
609,63,2025-10-01,Integrations,11,3
610,63,2025-11-01,Reports,2,1
611,63,2025-12-01,Reports,0,1
612,64,2025-05-01,API,5,1
613,64,2025-06-01,Integrations,4,1
614,64,2025-07-01,Automation,5,1
615,64,2025-08-01,API,0,1
616,64,2025-09-01,API,4,1
617,65,2024-10-01,API,20,3
618,65,2024-11-01,API,15,2
619,65,2024-12-01,Reports,12,2
620,65,2025-01-01,Dashboard,1,1
621,66,2025-06-01,Dashboard,9,2
622,66,2025-07-01,Dashboard,8,2
623,66,2025-08-01,Dashboard,9,2
624,66,2025-09-01,Dashboard,12,2
625,66,2025-10-01,Automation,1,1
626,66,2025-11-01,API,7,1
627,66,2025-12-01,Integrations,7,1
628,66,2026-01-01,Dashboard,8,1
629,66,2026-02-01,Integrations,12,2
630,66,2026-03-01,Reports,7,1
631,66,2026-04-01,Dashboard,10,2
632,66,2026-05-01,Dashboard,7,1
633,66,2026-06-01,Integrations,8,1
634,66,2026-07-01,API,5,1
635,67,2025-04-01,Reports,7,1
636,67,2025-05-01,Reports,4,1
637,67,2025-06-01,Dashboard,6,1
638,67,2025-07-01,Reports,3,1
639,67,2025-08-01,Dashboard,0,1
640,67,2025-09-01,Automation,0,1
641,68,2026-02-01,Automation,4,1
642,68,2026-03-01,Dashboard,11,1
643,68,2026-04-01,Dashboard,0,1
644,69,2025-11-01,API,3,1
645,70,2025-04-01,Dashboard,0,1
646,70,2025-05-01,Automation,9,2
647,70,2025-06-01,Dashboard,3,1
648,70,2025-07-01,Automation,3,1
649,70,2025-08-01,API,0,1
650,70,2025-09-01,Automation,4,1
651,71,2026-02-01,Dashboard,42,11
652,71,2026-03-01,Dashboard,44,10
653,71,2026-04-01,Reports,46,10
654,71,2026-05-01,Integrations,48,8
655,71,2026-06-01,Automation,49,15
656,71,2026-07-01,Automation,42,12
657,72,2025-11-01,Automation,10,1
658,72,2025-12-01,Reports,7,1
659,72,2026-01-01,Automation,10,2
660,72,2026-02-01,Reports,5,1
661,72,2026-03-01,Automation,1,1
662,72,2026-04-01,Automation,7,1
663,72,2026-05-01,Reports,5,1
664,72,2026-06-01,Dashboard,4,1
665,72,2026-07-01,Integrations,4,1
666,73,2025-06-01,Automation,0,1
667,74,2025-03-01,Integrations,11,1
668,74,2025-04-01,Reports,12,2
669,74,2025-05-01,API,11,2
670,74,2025-06-01,Integrations,10,1
671,74,2025-07-01,Dashboard,4,1
672,74,2025-08-01,Dashboard,7,1
673,75,2026-05-01,API,20,4
674,75,2026-06-01,Dashboard,18,3
675,75,2026-07-01,Dashboard,23,5
676,76,2025-12-01,Automation,9,2
677,76,2026-01-01,API,13,2
678,76,2026-02-01,Integrations,10,1
679,76,2026-03-01,Automation,10,2
680,76,2026-04-01,API,10,3
681,76,2026-05-01,Dashboard,13,3
682,76,2026-06-01,Reports,5,1
683,76,2026-07-01,Integrations,14,2
684,77,2024-12-01,API,4,1
685,77,2025-01-01,Reports,0,1
686,77,2025-02-01,Dashboard,10,2
687,77,2025-03-01,Automation,8,1
688,77,2025-04-01,Automation,2,1
689,77,2025-05-01,API,7,1
690,77,2025-06-01,API,5,1
691,77,2025-07-01,Integrations,5,1
692,77,2025-08-01,API,1,1
693,77,2025-09-01,Automation,1,1
694,77,2025-10-01,Reports,1,1
695,77,2025-11-01,Automation,5,1
696,77,2025-12-01,Integrations,2,1
697,77,2026-01-01,API,0,1
698,77,2026-02-01,Dashboard,1,1
699,77,2026-03-01,Integrations,7,1
700,77,2026-04-01,Dashboard,1,1
701,77,2026-05-01,Reports,5,1
702,77,2026-06-01,Automation,2,1
703,77,2026-07-01,Dashboard,0,1
704,78,2025-04-01,Integrations,16,2
705,78,2025-05-01,Reports,20,4
706,78,2025-06-01,Dashboard,14,4
707,78,2025-07-01,Dashboard,20,4
708,78,2025-08-01,API,16,2
709,78,2025-09-01,Integrations,19,3
710,78,2025-10-01,Dashboard,20,5
711,78,2025-11-01,Automation,19,6
712,78,2025-12-01,API,19,5
713,78,2026-01-01,Automation,17,2
714,78,2026-02-01,Integrations,17,3
715,78,2026-03-01,Automation,16,4
716,78,2026-04-01,Integrations,21,5
717,78,2026-05-01,API,15,4
718,78,2026-06-01,Integrations,18,3
719,78,2026-07-01,Dashboard,13,2
720,79,2025-03-01,Integrations,10,1
721,79,2025-04-01,Dashboard,5,1
722,79,2025-05-01,API,1,1
723,79,2025-06-01,Dashboard,7,1
724,79,2025-07-01,Dashboard,5,1
725,79,2025-08-01,API,5,1
726,79,2025-09-01,Dashboard,8,2
727,79,2025-10-01,Dashboard,4,1
